Entity,Code,Year,"Transport (CAIT, 2020)"
Spain,ESP,1992,69400000
Spain,ESP,1993,68400000
Spain,ESP,1994,70700000
Spain,ESP,1995,71900000
Spain,ESP,1996,76800000
Spain,ESP,1997,76700000
Spain,ESP,1998,84200000
Spain,ESP,1999,88500000
Spain,ESP,2000,90400000
Spain,ESP,2001,94400000
Spain,ESP,2002,96100000
Spain,ESP,2003,101100000
Spain,ESP,2004,105500000
Spain,ESP,2005,109200000
Spain,ESP,2006,113100000
Spain,ESP,2007,116100000
Spain,ESP,2008,109900000
Spain,ESP,2009,101300000
Spain,ESP,2010,98400000
Spain,ESP,2011,91900000
Spain,ESP,2012,82700000
Spain,ESP,2013,81600000
Spain,ESP,2014,82000000
Spain,ESP,2015,85600000
Spain,ESP,2016,88800000
Sri Lanka,LKA,1990,2500000
Sri Lanka,LKA,1991,2500000
Sri Lanka,LKA,1992,2800000
Sri Lanka,LKA,1993,3000000
Sri Lanka,LKA,1994,3500000
Sri Lanka,LKA,1995,3700000
Sri Lanka,LKA,1996,5100000
Sri Lanka,LKA,1997,4700000
Sri Lanka,LKA,1998,4900000
Sri Lanka,LKA,1999,5400000
Sri Lanka,LKA,2000,5200000
Sri Lanka,LKA,2001,5200000
Sri Lanka,LKA,2002,5300000
Sri Lanka,LKA,2003,5700000
Sri Lanka,LKA,2004,5800000
Sri Lanka,LKA,2005,6300000
Sri Lanka,LKA,2006,6000000
Sri Lanka,LKA,2007,6600000
Sri Lanka,LKA,2008,6000000
Sri Lanka,LKA,2009,5500000
Sri Lanka,LKA,2010,6900000
Sri Lanka,LKA,2011,7400000
Sri Lanka,LKA,2012,7400000
Sri Lanka,LKA,2013,7700000
Sri Lanka,LKA,2014,8100000
Sri Lanka,LKA,2015,8700000
Sri Lanka,LKA,2016,9400000
Sudan,SDN,1990,4000000
Sudan,SDN,1991,3100000
Sudan,SDN,1992,3100000
Sudan,SDN,1993,2000000
Sudan,SDN,1994,3000000
Sudan,SDN,1995,2800000
Sudan,SDN,1996,2600000
Sudan,SDN,1997,3100000
Sudan,SDN,1998,3000000
Sudan,SDN,1999,2400000
Sudan,SDN,2000,2600000
Sudan,SDN,2001,3400000
Sudan,SDN,2002,3900000
Sudan,SDN,2003,3800000
Sudan,SDN,2004,4200000
Sudan,SDN,2005,4900000
Sudan,SDN,2006,5900000
Sudan,SDN,2007,6500000
Sudan,SDN,2008,7700000
Sudan,SDN,2009,7800000
Sudan,SDN,2010,8800000
Sudan,SDN,2011,8800000
Sudan,SDN,2012,8500000
Sudan,SDN,2013,8199999.999999999
Sudan,SDN,2014,8000000
Sudan,SDN,2015,8400000
Sudan,SDN,2016,9500000
Suriname,SUR,2000,300000
Suriname,SUR,2001,300000
Suriname,SUR,2002,400000
Suriname,SUR,2003,500000
Suriname,SUR,2004,500000
Suriname,SUR,2005,500000
Suriname,SUR,2006,500000
Suriname,SUR,2007,500000
Suriname,SUR,2008,600000
Suriname,SUR,2009,600000
Suriname,SUR,2010,600000
Suriname,SUR,2011,600000
Suriname,SUR,2012,700000
Suriname,SUR,2013,600000
Suriname,SUR,2014,700000
Suriname,SUR,2015,700000
Suriname,SUR,2016,600000
Sweden,SWE,1990,19900000
Sweden,SWE,1991,19600000
Sweden,SWE,1992,20300000
Sweden,SWE,1993,19400000
Sweden,SWE,1994,20100000
Sweden,SWE,1995,20300000
Sweden,SWE,1996,20100000
Sweden,SWE,1997,20300000
Sweden,SWE,1998,20600000
Sweden,SWE,1999,21100000
Sweden,SWE,2000,21200000
Sweden,SWE,2001,21100000
Sweden,SWE,2002,21300000
Sweden,SWE,2003,21600000
Sweden,SWE,2004,22000000
Sweden,SWE,2005,22400000
Sweden,SWE,2006,22300000
Sweden,SWE,2007,22600000
Sweden,SWE,2008,21800000
Sweden,SWE,2009,21200000
Sweden,SWE,2010,21700000
Sweden,SWE,2011,21100000
Sweden,SWE,2012,20200000
Sweden,SWE,2013,19700000
Sweden,SWE,2014,19900000
Sweden,SWE,2015,19700000
Sweden,SWE,2016,20000000
Switzerland,CHE,1990,14500000
Switzerland,CHE,1991,14900000
Switzerland,CHE,1992,15300000
Switzerland,CHE,1993,14300000
Switzerland,CHE,1994,14600000
Switzerland,CHE,1995,14400000
Switzerland,CHE,1996,14400000
Switzerland,CHE,1997,14900000
Switzerland,CHE,1998,15000000
Switzerland,CHE,1999,15000000
Switzerland,CHE,2000,16500000
Switzerland,CHE,2001,16200000
Switzerland,CHE,2002,16300000
Switzerland,CHE,2003,16399999.999999998
Switzerland,CHE,2004,16500000
Switzerland,CHE,2005,16600000.000000002
Switzerland,CHE,2006,16700000
Switzerland,CHE,2007,17000000
Switzerland,CHE,2008,17400000
Switzerland,CHE,2009,17200000
Switzerland,CHE,2010,17200000
Switzerland,CHE,2011,17000000
Switzerland,CHE,2012,17100000
Switzerland,CHE,2013,17100000
Switzerland,CHE,2014,16900000
Switzerland,CHE,2015,16200000
Switzerland,CHE,2016,16000000
Syria,SYR,1990,7200000
Syria,SYR,1991,7600000
Syria,SYR,1992,7200000
Syria,SYR,1993,7500000
Syria,SYR,1994,7500000
Syria,SYR,1995,7500000
Syria,SYR,1996,8800000
Syria,SYR,1997,9000000
Syria,SYR,1998,9300000
Syria,SYR,1999,8000000
Syria,SYR,2000,8500000
Syria,SYR,2001,8000000
Syria,SYR,2002,8700000
Syria,SYR,2003,7900000
Syria,SYR,2004,10300000
Syria,SYR,2005,13600000
Syria,SYR,2006,14500000
Syria,SYR,2007,15100000
Syria,SYR,2008,15200000
Syria,SYR,2009,12800000
Syria,SYR,2010,12300000
Syria,SYR,2011,11800000
Syria,SYR,2012,8400000
Syria,SYR,2013,7200000
Syria,SYR,2014,6600000
Syria,SYR,2015,6400000
Syria,SYR,2016,6400000
Tajikistan,TJK,1990,700000
Tajikistan,TJK,1991,700000
Tajikistan,TJK,1992,400000
Tajikistan,TJK,1993,300000
Tajikistan,TJK,1994,200000
Tajikistan,TJK,1995,200000
Tajikistan,TJK,1996,100000
Tajikistan,TJK,1997,100000
Tajikistan,TJK,1998,100000
Tajikistan,TJK,1999,100000
Tajikistan,TJK,2000,0
Tajikistan,TJK,2001,100000
Tajikistan,TJK,2002,100000
Tajikistan,TJK,2003,100000
Tajikistan,TJK,2004,100000
Tajikistan,TJK,2005,100000
Tajikistan,TJK,2006,200000
Tajikistan,TJK,2007,300000
Tajikistan,TJK,2008,300000
Tajikistan,TJK,2009,200000
Tajikistan,TJK,2010,300000
Tajikistan,TJK,2011,300000
Tajikistan,TJK,2012,900000
Tajikistan,TJK,2013,900000
Tajikistan,TJK,2014,1500000
Tajikistan,TJK,2015,1300000
Tajikistan,TJK,2016,1300000
Tanzania,TZA,1990,700000
Tanzania,TZA,1991,700000
Tanzania,TZA,1992,700000
Tanzania,TZA,1993,700000
Tanzania,TZA,1994,700000
Tanzania,TZA,1995,900000
Tanzania,TZA,1996,1200000
Tanzania,TZA,1997,1200000
Tanzania,TZA,1998,1400000
Tanzania,TZA,1999,1200000
Tanzania,TZA,2000,1500000
Tanzania,TZA,2001,1700000
Tanzania,TZA,2002,2200000
Tanzania,TZA,2003,2300000
Tanzania,TZA,2004,2400000
Tanzania,TZA,2005,2700000
Tanzania,TZA,2006,2800000
Tanzania,TZA,2007,2800000
Tanzania,TZA,2008,3000000
Tanzania,TZA,2009,2900000
Tanzania,TZA,2010,3500000
Tanzania,TZA,2011,4800000
Tanzania,TZA,2012,6000000
Tanzania,TZA,2013,6100000
Tanzania,TZA,2014,6000000
Tanzania,TZA,2015,7000000
Tanzania,TZA,2016,7000000
Thailand,THA,1990,27300000
Thailand,THA,1991,28400000
Thailand,THA,1992,30000000
Thailand,THA,1993,35300000
Thailand,THA,1994,39300000
Thailand,THA,1995,46800000
Thailand,THA,1996,51100000
Thailand,THA,1997,50800000
Thailand,THA,1998,44000000
Thailand,THA,1999,45300000
Thailand,THA,2000,44200000
Thailand,THA,2001,45400000
Thailand,THA,2002,47900000
Thailand,THA,2003,51200000
Thailand,THA,2004,55000000
Thailand,THA,2005,55000000
Thailand,THA,2006,51300000
Thailand,THA,2007,55600000
Thailand,THA,2008,53100000
Thailand,THA,2009,56400000
Thailand,THA,2010,57200000
Thailand,THA,2011,60200000
Thailand,THA,2012,62900000
Thailand,THA,2013,62500000
Thailand,THA,2014,60600000
Thailand,THA,2015,64900000.00000001
Thailand,THA,2016,69200000
Togo,TGO,1990,400000
Togo,TGO,1991,300000
Togo,TGO,1992,300000
Togo,TGO,1993,200000
Togo,TGO,1994,300000
Togo,TGO,1995,400000
Togo,TGO,1996,700000
Togo,TGO,1997,400000
Togo,TGO,1998,500000
Togo,TGO,1999,600000
Togo,TGO,2000,400000
Togo,TGO,2001,300000
Togo,TGO,2002,500000
Togo,TGO,2003,700000
Togo,TGO,2004,600000
Togo,TGO,2005,600000
Togo,TGO,2006,600000
Togo,TGO,2007,600000
Togo,TGO,2008,900000
Togo,TGO,2009,1900000
Togo,TGO,2010,1600000
Togo,TGO,2011,1500000
Togo,TGO,2012,1300000
Togo,TGO,2013,1300000
Togo,TGO,2014,1400000
Togo,TGO,2015,1500000
Togo,TGO,2016,1500000
Trinidad and Tobago,TTO,1990,1300000
Trinidad and Tobago,TTO,1991,1400000
Trinidad and Tobago,TTO,1992,1400000
Trinidad and Tobago,TTO,1993,1200000
Trinidad and Tobago,TTO,1994,1300000
Trinidad and Tobago,TTO,1995,1300000
Trinidad and Tobago,TTO,1996,1400000
Trinidad and Tobago,TTO,1997,1500000
Trinidad and Tobago,TTO,1998,1600000
Trinidad and Tobago,TTO,1999,1600000
Trinidad and Tobago,TTO,2000,1600000
Trinidad and Tobago,TTO,2001,1600000
Trinidad and Tobago,TTO,2002,1700000
Trinidad and Tobago,TTO,2003,1700000
Trinidad and Tobago,TTO,2004,2100000
Trinidad and Tobago,TTO,2005,2200000
Trinidad and Tobago,TTO,2006,2600000
Trinidad and Tobago,TTO,2007,2800000
Trinidad and Tobago,TTO,2008,3000000
Trinidad and Tobago,TTO,2009,3000000
Trinidad and Tobago,TTO,2010,3200000
Trinidad and Tobago,TTO,2011,3200000
Trinidad and Tobago,TTO,2012,3100000
Trinidad and Tobago,TTO,2013,3200000
Trinidad and Tobago,TTO,2014,3200000
Trinidad and Tobago,TTO,2015,3400000
Trinidad and Tobago,TTO,2016,3700000
Tunisia,TUN,1990,2500000
Tunisia,TUN,1991,2600000
Tunisia,TUN,1992,2600000
Tunisia,TUN,1993,3000000
Tunisia,TUN,1994,3100000
Tunisia,TUN,1995,3200000
Tunisia,TUN,1996,3300000
Tunisia,TUN,1997,3500000
Tunisia,TUN,1998,3600000
Tunisia,TUN,1999,3800000
Tunisia,TUN,2000,4000000
Tunisia,TUN,2001,4099999.9999999995
Tunisia,TUN,2002,4200000
Tunisia,TUN,2003,4400000
Tunisia,TUN,2004,4400000
Tunisia,TUN,2005,4600000
Tunisia,TUN,2006,4600000
Tunisia,TUN,2007,4800000
Tunisia,TUN,2008,4700000
Tunisia,TUN,2009,5700000
Tunisia,TUN,2010,6900000
Tunisia,TUN,2011,6400000
Tunisia,TUN,2012,6400000
Tunisia,TUN,2013,6100000
Tunisia,TUN,2014,6300000
Tunisia,TUN,2015,6700000
Tunisia,TUN,2016,7100000
Turkey,TUR,1990,27900000
Turkey,TUR,1991,26600000
Turkey,TUR,1992,27100000
Turkey,TUR,1993,32299999.999999996
Turkey,TUR,1994,31300000
Turkey,TUR,1995,35200000
Turkey,TUR,1996,37000000
Turkey,TUR,1997,34300000
Turkey,TUR,1998,31700000
Turkey,TUR,1999,33299999.999999996
Turkey,TUR,2000,34700000
Turkey,TUR,2001,33299999.999999996
Turkey,TUR,2002,35100000
Turkey,TUR,2003,35100000
Turkey,TUR,2004,35700000
Turkey,TUR,2005,36900000
Turkey,TUR,2006,41700000
Turkey,TUR,2007,47500000
Turkey,TUR,2008,44700000
Turkey,TUR,2009,44300000
Turkey,TUR,2010,43400000
Turkey,TUR,2011,44000000
Turkey,TUR,2012,51100000
Turkey,TUR,2013,57200000
Turkey,TUR,2014,60900000
Turkey,TUR,2015,72500000
Turkey,TUR,2016,79000000
Turkmenistan,TKM,1990,9800000
Turkmenistan,TKM,1991,8800000
Turkmenistan,TKM,1992,6900000
Turkmenistan,TKM,1993,7100000
Turkmenistan,TKM,1994,4300000
Turkmenistan,TKM,1995,4000000
Turkmenistan,TKM,1996,4500000
Turkmenistan,TKM,1997,2700000
Turkmenistan,TKM,1998,3300000
Turkmenistan,TKM,1999,4099999.9999999995
Turkmenistan,TKM,2000,6500000
Turkmenistan,TKM,2001,6600000
Turkmenistan,TKM,2002,7300000
Turkmenistan,TKM,2003,8199999.999999999
Turkmenistan,TKM,2004,8300000.000000001
Turkmenistan,TKM,2005,8600000
Turkmenistan,TKM,2006,8600000
Turkmenistan,TKM,2007,9200000
Turkmenistan,TKM,2008,9500000
Turkmenistan,TKM,2009,7200000
Turkmenistan,TKM,2010,8300000.000000001
Turkmenistan,TKM,2011,10000000
Turkmenistan,TKM,2012,10400000
Turkmenistan,TKM,2013,11100000
Turkmenistan,TKM,2014,11800000
Turkmenistan,TKM,2015,11800000
Turkmenistan,TKM,2016,11800000
Ukraine,UKR,1990,54900000
Ukraine,UKR,1991,66099999.99999999
Ukraine,UKR,1992,40900000
Ukraine,UKR,1993,35400000
Ukraine,UKR,1994,32299999.999999996
Ukraine,UKR,1995,33299999.999999996
Ukraine,UKR,1996,30200000
Ukraine,UKR,1997,35900000
Ukraine,UKR,1998,33600000
Ukraine,UKR,1999,28100000
Ukraine,UKR,2000,26900000
Ukraine,UKR,2001,28500000
Ukraine,UKR,2002,29700000
Ukraine,UKR,2003,29200000
Ukraine,UKR,2004,31200000
Ukraine,UKR,2005,30600000
Ukraine,UKR,2006,30200000
Ukraine,UKR,2007,40000000
Ukraine,UKR,2008,39900000
Ukraine,UKR,2009,33400000
Ukraine,UKR,2010,33900000
Ukraine,UKR,2011,33700000
Ukraine,UKR,2012,31300000
Ukraine,UKR,2013,31400000
Ukraine,UKR,2014,27000000
Ukraine,UKR,2015,23200000
Ukraine,UKR,2016,24400000
United Arab Emirates,ARE,1990,11300000
United Arab Emirates,ARE,1991,11600000
United Arab Emirates,ARE,1992,11800000
United Arab Emirates,ARE,1993,12600000
United Arab Emirates,ARE,1994,12500000
United Arab Emirates,ARE,1995,13100000
United Arab Emirates,ARE,1996,13300000
United Arab Emirates,ARE,1997,13200000
United Arab Emirates,ARE,1998,13200000
United Arab Emirates,ARE,1999,13600000
United Arab Emirates,ARE,2000,14900000
United Arab Emirates,ARE,2001,16300000
United Arab Emirates,ARE,2002,18800000
United Arab Emirates,ARE,2003,20900000
United Arab Emirates,ARE,2004,21100000
United Arab Emirates,ARE,2005,22700000
United Arab Emirates,ARE,2006,23900000
United Arab Emirates,ARE,2007,24600000
United Arab Emirates,ARE,2008,26200000
United Arab Emirates,ARE,2009,28800000
United Arab Emirates,ARE,2010,30100000
United Arab Emirates,ARE,2011,30100000
United Arab Emirates,ARE,2012,30800000
United Arab Emirates,ARE,2013,34700000
United Arab Emirates,ARE,2014,35600000
United Arab Emirates,ARE,2015,30900000
United Arab Emirates,ARE,2016,34600000
United Kingdom,GBR,1990,115000000
United Kingdom,GBR,1991,114400000
United Kingdom,GBR,1992,115800000
United Kingdom,GBR,1993,117000000
United Kingdom,GBR,1994,117400000
United Kingdom,GBR,1995,116300000
United Kingdom,GBR,1996,120900000
United Kingdom,GBR,1997,122000000
United Kingdom,GBR,1998,121200000
United Kingdom,GBR,1999,124700000
United Kingdom,GBR,2000,122900000
United Kingdom,GBR,2001,121900000
United Kingdom,GBR,2002,123200000
United Kingdom,GBR,2003,124600000
United Kingdom,GBR,2004,126000000
United Kingdom,GBR,2005,127200000
United Kingdom,GBR,2006,128900000
United Kingdom,GBR,2007,129600000
United Kingdom,GBR,2008,122700000
United Kingdom,GBR,2009,118300000
United Kingdom,GBR,2010,116800000
United Kingdom,GBR,2011,115400000
United Kingdom,GBR,2012,114900000
United Kingdom,GBR,2013,114200000
United Kingdom,GBR,2014,115600000
United Kingdom,GBR,2015,117800000
United Kingdom,GBR,2016,120500000
United States,USA,1990,1427000000
United States,USA,1991,1399700000
United States,USA,1992,1430700000
United States,USA,1993,1454200000
United States,USA,1994,1506900000
United States,USA,1995,1537800000
United States,USA,1996,1577200000
United States,USA,1997,1602100000
United States,USA,1998,1640400000
United States,USA,1999,1686200000
United States,USA,2000,1717800000
United States,USA,2001,1720000000
United States,USA,2002,1741600000
United States,USA,2003,1766800000
United States,USA,2004,1788700000
United States,USA,2005,1807700000
United States,USA,2006,1806000000
United States,USA,2007,1806400000
United States,USA,2008,1708300000
United States,USA,2009,1622500000
United States,USA,2010,1679800000
United States,USA,2011,1633600000
United States,USA,2012,1597500000
United States,USA,2013,1646900000
United States,USA,2014,1639800000
United States,USA,2015,1700000000
United States,USA,2016,1711200000
Uruguay,URY,1990,1500000
Uruguay,URY,1991,1600000
Uruguay,URY,1992,1700000
Uruguay,URY,1993,2000000
Uruguay,URY,1994,2200000
Uruguay,URY,1995,2200000
Uruguay,URY,1996,2300000
Uruguay,URY,1997,2500000
Uruguay,URY,1998,2700000
Uruguay,URY,1999,2800000
Uruguay,URY,2000,2400000
Uruguay,URY,2001,2400000
Uruguay,URY,2002,2200000
Uruguay,URY,2003,2100000
Uruguay,URY,2004,2200000
Uruguay,URY,2005,2300000
Uruguay,URY,2006,2400000
Uruguay,URY,2007,2600000
Uruguay,URY,2008,2700000
Uruguay,URY,2009,2800000
Uruguay,URY,2010,3100000
Uruguay,URY,2011,3200000
Uruguay,URY,2012,3300000
Uruguay,URY,2013,3500000
Uruguay,URY,2014,3500000
Uruguay,URY,2015,3500000
Uruguay,URY,2016,3600000
Uzbekistan,UZB,1990,5700000
Uzbekistan,UZB,1991,8000000
Uzbekistan,UZB,1992,6700000
Uzbekistan,UZB,1993,6100000
Uzbekistan,UZB,1994,6000000
Uzbekistan,UZB,1995,7300000
Uzbekistan,UZB,1996,9400000
Uzbekistan,UZB,1997,9500000
Uzbekistan,UZB,1998,10200000
Uzbekistan,UZB,1999,10400000
Uzbekistan,UZB,2000,10300000
Uzbekistan,UZB,2001,10300000
Uzbekistan,UZB,2002,10300000
Uzbekistan,UZB,2003,10800000
Uzbekistan,UZB,2004,9500000
Uzbekistan,UZB,2005,8700000
Uzbekistan,UZB,2006,8700000
Uzbekistan,UZB,2007,8700000
Uzbekistan,UZB,2008,9000000
Uzbekistan,UZB,2009,8800000
Uzbekistan,UZB,2010,8000000
Uzbekistan,UZB,2011,8000000
Uzbekistan,UZB,2012,7900000
Uzbekistan,UZB,2013,6900000
Uzbekistan,UZB,2014,6700000
Uzbekistan,UZB,2015,5900000
Uzbekistan,UZB,2016,5700000
Venezuela,VEN,1990,28600000
Venezuela,VEN,1991,30300000
Venezuela,VEN,1992,29800000
Venezuela,VEN,1993,31900000
Venezuela,VEN,1994,32400000
Venezuela,VEN,1995,33500000
Venezuela,VEN,1996,34800000
Venezuela,VEN,1997,32500000
Venezuela,VEN,1998,33200000.000000004
Venezuela,VEN,1999,33200000.000000004
Venezuela,VEN,2000,34100000
Venezuela,VEN,2001,36700000
Venezuela,VEN,2002,35700000
Venezuela,VEN,2003,36300000
Venezuela,VEN,2004,38000000
Venezuela,VEN,2005,42200000
Venezuela,VEN,2006,39800000
Venezuela,VEN,2007,43000000
Venezuela,VEN,2008,44400000
Venezuela,VEN,2009,46600000
Venezuela,VEN,2010,48200000
Venezuela,VEN,2011,43100000
Venezuela,VEN,2012,52800000
Venezuela,VEN,2013,44200000
Venezuela,VEN,2014,50000000
Venezuela,VEN,2015,45400000
Venezuela,VEN,2016,40000000
Vietnam,VNM,1990,4200000
Vietnam,VNM,1991,3900000
Vietnam,VNM,1992,4400000
Vietnam,VNM,1993,6900000
Vietnam,VNM,1994,7600000
Vietnam,VNM,1995,7300000
Vietnam,VNM,1996,8000000
Vietnam,VNM,1997,8700000
Vietnam,VNM,1998,9200000
Vietnam,VNM,1999,9800000
Vietnam,VNM,2000,10600000
Vietnam,VNM,2001,11300000
Vietnam,VNM,2002,13800000
Vietnam,VNM,2003,15700000
Vietnam,VNM,2004,19100000
Vietnam,VNM,2005,19200000
Vietnam,VNM,2006,19200000
Vietnam,VNM,2007,22400000
Vietnam,VNM,2008,23800000
Vietnam,VNM,2009,28600000
Vietnam,VNM,2010,30500000
Vietnam,VNM,2011,30100000
Vietnam,VNM,2012,29600000
Vietnam,VNM,2013,28800000
Vietnam,VNM,2014,29400000
Vietnam,VNM,2015,32100000
Vietnam,VNM,2016,36900000
World,OWID_WRL,1990,4595400000
World,OWID_WRL,1991,4638700000
World,OWID_WRL,1992,4745900000
World,OWID_WRL,1993,4786900000
World,OWID_WRL,1994,4884300000
World,OWID_WRL,1995,5017100000
World,OWID_WRL,1996,5220200000
World,OWID_WRL,1997,5298900000
World,OWID_WRL,1998,5419100000
World,OWID_WRL,1999,5579000000
World,OWID_WRL,2000,5756800000
World,OWID_WRL,2001,5788200000
World,OWID_WRL,2002,5927400000
World,OWID_WRL,2003,6061400000
World,OWID_WRL,2004,6338300000
World,OWID_WRL,2005,6472700000
World,OWID_WRL,2006,6619200000
World,OWID_WRL,2007,6826900000
World,OWID_WRL,2008,6835300000
World,OWID_WRL,2009,6701900000
World,OWID_WRL,2010,6987000000
World,OWID_WRL,2011,7091400000
World,OWID_WRL,2012,7161300000
World,OWID_WRL,2013,7357000000
World,OWID_WRL,2014,7478800000
World,OWID_WRL,2015,7697700000
World,OWID_WRL,2016,7866000000
Yemen,YEM,1990,4000000
Yemen,YEM,1991,5100000
Yemen,YEM,1992,5400000
Yemen,YEM,1993,4400000
Yemen,YEM,1994,4400000
Yemen,YEM,1995,4000000
Yemen,YEM,1996,3800000
Yemen,YEM,1997,3800000
Yemen,YEM,1998,4099999.9999999995
Yemen,YEM,1999,4500000
Yemen,YEM,2000,4400000
Yemen,YEM,2001,4800000
Yemen,YEM,2002,4200000
Yemen,YEM,2003,5000000
Yemen,YEM,2004,5200000
Yemen,YEM,2005,5600000
Yemen,YEM,2006,5200000
Yemen,YEM,2007,4700000
Yemen,YEM,2008,5000000
Yemen,YEM,2009,8100000
Yemen,YEM,2010,7200000
Yemen,YEM,2011,6700000
Yemen,YEM,2012,5500000
Yemen,YEM,2013,8300000.000000001
Yemen,YEM,2014,8400000
Yemen,YEM,2015,3200000
Yemen,YEM,2016,2800000
Zambia,ZMB,1990,800000
Zambia,ZMB,1991,1000000
Zambia,ZMB,1992,900000
Zambia,ZMB,1993,700000
Zambia,ZMB,1994,800000
Zambia,ZMB,1995,800000
Zambia,ZMB,1996,600000
Zambia,ZMB,1997,700000
Zambia,ZMB,1998,700000
Zambia,ZMB,1999,700000
Zambia,ZMB,2000,700000
Zambia,ZMB,2001,800000
Zambia,ZMB,2002,800000
Zambia,ZMB,2003,900000
Zambia,ZMB,2004,900000
Zambia,ZMB,2005,1000000
Zambia,ZMB,2006,1000000
Zambia,ZMB,2007,500000
Zambia,ZMB,2008,500000
Zambia,ZMB,2009,600000
Zambia,ZMB,2010,700000
Zambia,ZMB,2011,700000
Zambia,ZMB,2012,900000
Zambia,ZMB,2013,1000000
Zambia,ZMB,2014,1100000
Zambia,ZMB,2015,1100000
Zambia,ZMB,2016,1200000
Zimbabwe,ZWE,1990,2100000
Zimbabwe,ZWE,1991,1600000
Zimbabwe,ZWE,1992,2200000
Zimbabwe,ZWE,1993,2000000
Zimbabwe,ZWE,1994,1700000
Zimbabwe,ZWE,1995,2200000
Zimbabwe,ZWE,1996,2100000
Zimbabwe,ZWE,1997,2100000
Zimbabwe,ZWE,1998,2100000
Zimbabwe,ZWE,1999,3100000
Zimbabwe,ZWE,2000,1900000
Zimbabwe,ZWE,2001,1800000
Zimbabwe,ZWE,2002,1700000
Zimbabwe,ZWE,2003,1400000
Zimbabwe,ZWE,2004,1200000
Zimbabwe,ZWE,2005,1300000
Zimbabwe,ZWE,2006,1300000
Zimbabwe,ZWE,2007,1200000
Zimbabwe,ZWE,2008,1000000
Zimbabwe,ZWE,2009,1100000
Zimbabwe,ZWE,2010,1300000
Zimbabwe,ZWE,2011,2300000
Zimbabwe,ZWE,2012,2600000
Zimbabwe,ZWE,2013,2900000
Zimbabwe,ZWE,2014,2600000
Zimbabwe,ZWE,2015,2500000
Zimbabwe,ZWE,2016,2100000